OID,ValueSetName,ExpansionVersion,CodeSystemName,CodeSystemVersion,CodeSystemOID,Purpose
2.16.840.1.113883.3.464.1003.196.12.1447,Chlophedianol / Dexchlorpheniramine / Pseudoephedrine,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent chlophedianol / dexchlorpheniramine / pseudoephedrine combination medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; chlophedianol / dexchlorpheniramine / pseudoephedrine (combination medication).),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; chlophedianol / dexchlorpheniramine / pseudoephedrine in combination with other medications.)"
2.16.840.1.113883.3.464.1003.196.12.1352,Chlorpheniramine,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent chlorpheniramine medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; chlorpheniramine only.),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; chlorpheniramine in combination with other medications.)"
2.16.840.1.113883.3.464.1003.196.12.1301,Chlorpheniramine / Codeine,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent chlorpheniramine / codeine combination medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; chlorpheniramine / codeine (combination medication).),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; chlorpheniramine / codeine in combination with other medications.)"
2.16.840.1.113883.3.464.1003.196.12.1312,Chlorpheniramine / Dextromethorphan / Phenylephrine,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent chlorpheniramine / dextromethorphan / phenylephrine combination medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; chlorpheniramine / dextromethorphan / phenylephrine (combination medication).),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; chlorpheniramine / dextromethorphan / phenylephrine in combination with other medications.)"
2.16.840.1.113883.3.464.1003.196.12.1337,Chlorpheniramine / Dextromethorphan / Pseudoephedrine,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent chlorpheniramine / dextromethorphan / pseudoephedrine combination medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; chlorpheniramine / dextromethorphan / pseudoephedrine (combination medication).),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; chlorpheniramine / dextromethorphan / pseudoephedrine in combination with other medications.)"
2.16.840.1.113883.3.464.1003.196.12.1330,Chlorpheniramine / Hydrocodone,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent chlorpheniramine / hydrocodone combination medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; chlorpheniramine / hydrocodone (combination medication).),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; chlorpheniramine / hydrocodone in combination with other medications.)"
2.16.840.1.113883.3.464.1003.196.12.1299,Chlorpheniramine / Hydrocodone / Pseudoephedrine,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent chlorpheniramine / hydrocodone / pseudoephedrine combination medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; chlorpheniramine / hydrocodone / pseudoephedrine (combination medication).),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; chlorpheniramine / hydrocodone / pseudoephedrine in combination with other medications.)"
2.16.840.1.113883.3.464.1003.196.12.1343,Chlorpheniramine / Phenylephrine,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent chlorpheniramine / phenylephrine combination medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; chlorpheniramine / phenylephrine (combination medication).),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; chlorpheniramine / phenylephrine in combination with other medications.)"
2.16.840.1.113883.3.464.1003.196.12.1453,Chlorpheniramine / Phenylephrine / Phenyltoloxamine,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent chlorpheniramine / phenylephrine / phenyltoloxamine combination medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; chlorpheniramine / phenylephrine / phenyltoloxamine (combination medication).),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; chlorpheniramine / phenylephrine / phenyltoloxamine in combination with other medications.)"
2.16.840.1.113883.3.464.1003.196.12.1309,Chlorpheniramine / Phenylephrine / Pyrilamine,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent chlorpheniramine / phenylephrine / pyrilamine combination medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; chlorpheniramine / phenylephrine / pyrilamine (combination medication).),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; chlorpheniramine / phenylephrine / pyrilamine in combination with other medications.)"
2.16.840.1.113883.3.464.1003.196.12.1315,Chlorpheniramine / Pseudoephedrine,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent chlorpheniramine / pseudoephedrine combination medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; chlorpheniramine / pseudoephedrine (combination medication).),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; chlorpheniramine / pseudoephedrine in combination with other medications.)"
2.16.840.1.113883.3.464.1003.196.12.1303,Chlorpropamide,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent chlorpropamide medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; chlorpropamide only.),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; chlorpropamide in combination with other medications.)"
2.16.840.1.113883.3.464.1003.196.12.1362,Chlorzoxazone,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent chlorzoxazone medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; chlorzoxazone only.),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; chlorzoxazone in combination with other medications.)"
2.16.840.1.113883.3.526.3.1449,Chorioretinal Scars,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of chorioretinal scars.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of chorioretinal scarring, including the choroid and retina.),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
2.16.840.1.113883.3.526.3.1450,Choroidal Degenerations,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of choroidal degenerations.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of degenerations of the choroid, including choroid atrophy and dystrophy, angioid streaks, and choroideremia.),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
2.16.840.1.113883.3.526.3.1451,Choroidal Detachment,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of choroidal detachment.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis choroidal detachment, or effusion.),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
2.16.840.1.113883.3.526.3.1452,Choroidal Hemorrhage and Rupture,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of choroidal hemorrhage and/or rupture.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with choroidal hemorrhage and rupture.),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
2.16.840.1.113883.3.526.3.1416,Chronic Iridocyclitis,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of chronic iridocyclitis.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of chronic or recurrent iridocyclitis or tuberculous iridocyclitis.),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
2.16.840.1.113883.3.526.3.1002,"Chronic Kidney Disease, Stage 5",eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of Stage 5 chronic kidney disease.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with Stage 5 of chronic kidney disease.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.199.12.1035,Chronic Liver Disease,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of chronic liver disease.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis. ),(Inclusion Criteria: Includes only relevant concepts associated with diagnosis codes for chronic liver disease or cirrhosis, liver abscess or sequelae of chronic liver disease and other disorders of the liver. This is a grouping of ICD-9-CM, ICD-10-CM and SNOMED CT codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.199.12.1036,Chronic Malnutrition,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of chronic malnutrition.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with diagnosis codes for specified and unspecified eating disorders. This is a grouping of ICD-9-CM, ICD-10-CM and SNOMED CT codes.),(Exclusion Criteria: Excludes all diagnosis codes for feeding disorders of infancy or childhood. These include feeding disturbances, developmental delays, loss of appetite and rumination. Also excludes restrictive food intake disorders and pica.)"
2.16.840.1.113883.3.117.1.7.1.421,Classical Cesarean Birth,eCQM Update 2018-09-17,ICD10PCS,2019,2.16.840.1.113883.6.4,"(Clinical Focus: This value set contains concepts that represent cesarean sections.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Procedure. The intent of this data element is to identify classical cesarean section.),(Inclusion Criteria: Includes only relevant concepts associated with ICD-10-PCS and SNOMED CT codes that identify the classical cesarean section.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.196.12.1308,Clemastine,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent clemastine medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; clemastine only.),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; clemastine in combination with other medications.)"
2.16.840.1.113883.3.464.1003.125.12.1003,Clinical Oral Evaluation,eCQM Update 2018-09-17,CDT,2018,2.16.840.1.113883.6.13,"(Clinical Focus: This value set contains concepts that represent patients who had a clinical oral evaluation.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Encounter, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with periodic, limited (problem focused), comprehensive oral evaluations and re-evaluations.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.196.12.1336,Clomipramine,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent clomipramine medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; clomipramine only.),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; clomipramine in combination with other medications.)"
2.16.840.1.113883.3.526.3.1417,Cloudy Cornea,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of cloudy cornea.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of opacity of the cornea, adherent or corneal leukoma, and haziness of the cornea.),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
2.16.840.1.113883.3.526.3.1332,Cognitive Assessment,eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent assessments performed for the evaluation of cognition.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Intervention.),(Inclusion Criteria: Includes only relevant concepts associated with general concepts for assessments used to evaluate cognition.),(Exclusion Criteria: Excludes standardized tools used to evaluate cognition.)"
2.16.840.1.113883.3.464.1003.108.12.1020,Colonoscopy,eCQM Update 2018-09-17,CPT,2014,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent colonoscopy procedures.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Procedure, Performed.),(Inclusion Criteria: Includes only relevant concepts that identify patients who have had a screening or diagnostic colonoscopy. This is a grouping of CPT, HCPCS, and SNOMED CT codes.),(Exclusion Criteria: No exclusions.)"
1.3.6.1.4.1.33895.1.3.0.45,Comfort Measures,eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent care regimes used to define comfort measure care.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Intervention. The intent of this data element is to identify patients receiving comfort measure care.),(Inclusion Criteria: Includes only relevant concepts associated with SNOMED CT regime and therapy codes for comfort measures, terminal care, dying care and hospice care.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.102.12.1017,Competing Conditions for Respiratory Conditions,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis for an acute bacterial infection that may warrant treatment with an antibiotic medication. ),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with the diagnosis of acute bacterial infections that may warrant treatment with an antibiotic medication. This is a value set grouping that includes ICD-10-CM and SNOMED CT codes.),(Exclusion Criteria: Excludes acute diagnoses that do not warrant treatment with an antibiotic medication.)"
2.16.840.1.113883.3.464.1003.111.12.1012,"Complications of Pregnancy, Childbirth and the Puerperium",eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent complications related to pregnancy or childbirth.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with complications of pregnancy or childbirth. This is a grouping of ICD-10-CM, ICD-9-CM, and SNOMED CT codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113762.1.4.1056.54,Conditions Due To Human Immunodeficiency Virus (HIV),eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent diagnoses related to identifying human immunodeficiency virus (HIV).),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis. ),(Inclusion Criteria: Includes only relevant concepts associated with diagnoses for patients with HIV. This is a grouping of SNOMED CT, ICD-9-CM, and ICD-10-CM codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.117.1.7.1.286,Conditions Possibly Justifying Elective Delivery Prior to 39 Weeks Gestation,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent diagnoses for conditions justifying elective delivery prior to 39 weeks gestation.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis. The intent of this data element is to identify conditions possibly justifying elective delivery prior to 39 weeks gestation.),(Inclusion Criteria: Includes only relevant concepts associated with ICD-10-CM and SNOMED CT codes that identify conditions possibly justifying elective delivery prior to 39 weeks gestation.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.196.12.1357,Conjugated Estrogens,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent conjugated estrogen medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; conjugated estrogen medications.),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; conjugated estrogens in combination with other medications.)"
2.16.840.1.113883.3.464.1003.196.12.1324,Conjugated Estrogens / Medroxyprogesterone,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent conjugated estrogen / medroxyprogesterone combination medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; conjugated estrogens / medroxyprogesterone (combination medication).),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; conjugated estrogens / medroxyprogesterone in combination with other medications.)"
2.16.840.1.113883.3.464.1003.121.12.1006,Consultant Report,eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent consultant reports.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Communication.),(Inclusion Criteria: Includes only relevant concepts associated with written consultant reports.),(Exclusion Criteria: Excludes reports that are conducted via telephone calls or verbal communication.)"
2.16.840.1.113762.1.4.1080.5,Contact or Office Visit,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent contact and office visits for new and established patients, and includes in-person, telephone, online, and other visit types related to depression encounters.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Encounter, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with outpatient contact and office visits in which a patient may be evaluated for depression. This groups CPT and HCPCS codes. ),(Exclusion Criteria: Excludes inpatients for purposes of the index event. The majority of CPT codes are specified for outpatient visit types; however psychiatry and psychotherapy visits can be used in the inpatient setting. )"
2.16.840.1.113883.3.464.1003.196.12.1080,Contraceptive Medications,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent contraceptive medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Active or Medication, Order.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; prescribable. Includes only relevant concepts associated with contraceptive medications. This is a grouping of RxNorm codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.526.3.1418,Corneal Edema,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of corneal edema.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of corneal edema, including keratopathy.),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
2.16.840.1.113883.3.526.3.1419,Corneal Opacity and Other Disorders of Cornea,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of corneal opacity and other corneal disorders.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of opacity of the cornea, adherent or corneal leukoma, scarring of the cornea, and corneal haze.),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
2.16.840.1.113762.1.4.1110.12,Cornual Ectopic Pregnancy,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of cornual ectopic pregnancy.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis. The intent of this data element is to identify a cornual ectopic pregnancy.),(Inclusion Criteria: Includes only relevant concepts associated with codes representing cornual ectopic pregnancy.),(Exclusion Criteria: Excludes codes representing ectopic pregnancies other than cornual ectopic pregnancies, such as tubal ectopic pregnancies.)"
2.16.840.1.113883.3.464.1003.104.12.1002,Coronary Artery Bypass Graft,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent coronary artery bypass graft procedures.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Procedure, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with patients who have had a coronary artery bypass graft procedure.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.526.3.369,Coronary Artery Disease No MI,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of coronary artery disease without myocardial infarction.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of coronary artery disease without myocardial infarction.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.195.12.1003,Counseling for Nutrition,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent nutrition counseling.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Intervention.),(Inclusion Criteria: Includes only relevant concepts associated with identifying counseling for nutrition, including codes for medical nutrition therapy, dietetics services, education about diet or different types of diets (e.g., low fat diet, high fiber diet), and weight loss management. This is a grouping of SNOMED CT codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.118.12.1035,Counseling for Physical Activity,eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent physical activity counseling.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Intervention.),(Inclusion Criteria: Includes only relevant concepts associated with identifying counseling or referrals related to physical activity, including codes related to weight management services.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.526.3.1333,Cup to Disc Ratio,eCQM Update 2018-09-17,LOINC,2.64,2.16.840.1.113883.6.1,"(Clinical Focus: This value set contains concepts that represent studies specific to obtaining cup to disc ratio by ophthalmoscopy.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnostic Study.),(Inclusion Criteria: Includes only relevant concepts associated with studies using ophthalmoscopy.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.600.2390,Current Tobacco Smoker,eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent the type and frequency of tobacco use.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype or attribute related to Diagnosis or Finding. ),(Inclusion Criteria: Includes only relevant concepts associated with type and frequency of tobacco user.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.117.12.1009,Cushings Syndrome,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of Cushing's syndrome.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with diagnosis of Cushing's syndrome, including codes for drug-induced Cushing's syndrome, ectopic Adrenocorticotropic hormone  (ACTH) syndrome and unspecified Cushing's syndrome. This is a grouping of ICD-9-CM, ICD-10-CM and SNOMED CT codes. ),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.196.12.1372,Cyclobenzaprine Hydrochloride,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent cyclobenzaprine hydrochloride medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; cyclobenzaprine hydrochloride only.),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; cyclobenzaprine hydrochloride in combination with other medications.)"
2.16.840.1.113883.3.464.1003.196.12.1277,Cyproheptadine,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent cyproheptadine medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; cyproheptadine only.),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; cyproheptadine in combination with other medications.)"
2.16.840.1.113883.3.526.3.1420,"Cysts of Iris, Ciliary Body, and Anterior Chamber",eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of cysts of iris, ciliary body, and anterior chamber of the eye.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of cysts of iris, ciliary body, and anterior chamber.),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
